vehicle_make,vehicle_model,vehicle_year,vehicle_vin,vehicle_color,vehicle_price,vehicle_mileage,vehicle_condition,vehicle_transmission,vehicle_fuel_type,vehicle_body_style,vehicle_engine_size,vehicle_drivetrain,vehicle_features,Vehicle_ID,customer_id
Mazda,626,1991,WBAEP334X4P875520,Maroon,90540.7,98687,used,manual,diesel,truck,5.4,front-wheel drive,sunroof, VEH-2490  , CUS-1082  
Toyota,Echo,2004,JH4CL95827C965926,Teal,10560.63,172595,certified pre-owned,manual,gasoline,sedan,4.6,front-wheel drive,sunroof, VEH-9647  , CUS-9302  
Lexus,SC,2000,1D7RW2BK7BS230244,Turquoise,37946.22,53577,certified pre-owned,manual,electric,SUV,3.8,front-wheel drive,sunroof, VEH-7449  , CUS-6415  
Saturn,Sky,2008,5NPDH4AE8DH499229,Indigo,81294.89,79693,used,manual,diesel,SUV,1.5,front-wheel drive,leather seats, VEH-7363  , CUS-2211  
Mazda,RX-7,1986,WBAYE0C52DD936905,Mauv,6705.52,86937,certified pre-owned,automatic,electric,sedan,4.9,rear-wheel drive,heated seats, VEH-3561  , CUS-4441  
Mercury,Cougar,1999,1HGCP2F31AA464191,Crimson,69971.37,167419,certified pre-owned,automatic,diesel,sedan,4.2,all-wheel drive,navigation system, VEH-1731  , CUS-5648  
Nissan,Frontier,2000,KL4CJASB2EB675661,Goldenrod,5825.57,178275,used,automatic,gasoline,SUV,4.9,all-wheel drive,sunroof, VEH-3487  , CUS-2654  
Chevrolet,Colorado,2004,WA1LGAFE3BD818149,Crimson,96308.61,179229,used,automatic,diesel,coupe,5.7,rear-wheel drive,heated seats, VEH-1477  , CUS-6348  
Scion,tC,2008,1G6AM5S32D0613873,Khaki,47450.44,32723,certified pre-owned,manual,electric,SUV,5.7,front-wheel drive,navigation system, VEH-8175  , CUS-5481  
Eagle,Summit,1996,WAUDF98E38A198273,Puce,87176.57,189347,used,automatic,gasoline,sedan,2.4,rear-wheel drive,heated seats, VEH-5396  , CUS-2750  
Hyundai,Elantra,1992,WAUDFAFL4DN385026,Indigo,63650.11,61427,used,manual,diesel,sedan,2.3,front-wheel drive,leather seats, VEH-8676  , CUS-7155  
BMW,X3,2010,1GD12YEG7FF738608,Goldenrod,43116.58,54958,certified pre-owned,automatic,diesel,SUV,5.4,front-wheel drive,leather seats, VEH-6532  , CUS-2448  
Chevrolet,Tahoe,1996,SALVP2BG7FH518472,Teal,88164.91,189039,used,manual,gasoline,sedan,4.5,all-wheel drive,navigation system, VEH-6900  , CUS-1196  
Volkswagen,Golf,1993,JN8CS1MUXFM921383,Indigo,74338.9,112413,used,manual,gasoline,SUV,1.3,all-wheel drive,leather seats, VEH-1243  , CUS-7900  
Volkswagen,GTI,2008,WA1BY94L58D523121,Pink,7811.28,186629,certified pre-owned,automatic,gasoline,coupe,2.1,all-wheel drive,navigation system, VEH-6499  , CUS-9617  
Chevrolet,Malibu,2010,WDCYC3HF2BX489946,Mauv,95353.65,97361,new,automatic,gasoline,sedan,3.8,rear-wheel drive,navigation system, VEH-0106  , CUS-4926  
Mitsubishi,GTO,1997,WVWAP7AN4EE135740,Goldenrod,46550.38,155682,new,automatic,electric,truck,5.9,all-wheel drive,sunroof, VEH-3125  , CUS-0833  
Buick,Riviera,1987,JN1AZ4EH3BM924320,Blue,52665.21,122121,new,manual,diesel,coupe,2,rear-wheel drive,sunroof, VEH-3303  , CUS-7533  
Dodge,Viper RT/10,1993,1G6AX5S33E0578379,Khaki,79133.6,166099,new,automatic,diesel,coupe,5.4,rear-wheel drive,sunroof, VEH-6036  , CUS-0262  
Chrysler,300,2007,KL4CJDSB8FB459557,Crimson,22539.95,101745,certified pre-owned,automatic,gasoline,SUV,5.2,rear-wheel drive,sunroof, VEH-0614  , CUS-7317  
Infiniti,G37,2010,1FT7W2A61EE787284,Mauv,78465.52,92316,new,manual,diesel,sedan,1.2,rear-wheel drive,leather seats, VEH-1248  , CUS-7185  
Toyota,Prius v,2012,5UXFH0C51AL942227,Turquoise,30201.64,61608,new,manual,gasoline,sedan,5.8,front-wheel drive,sunroof, VEH-6522  , CUS-1384  
Mazda,B-Series Plus,1994,1FTSW3B59AE730430,Maroon,43027.95,174396,certified pre-owned,automatic,diesel,coupe,1.6,front-wheel drive,sunroof, VEH-3076  , CUS-7785  
Dodge,Caliber,2012,1G6AC1RX7F0834148,Indigo,70001.84,156549,new,automatic,diesel,coupe,3.6,front-wheel drive,heated seats, VEH-6717  , CUS-2824  
Nissan,Altima,2010,JA4AS2AW7DU321118,Teal,87884.4,176504,used,automatic,gasoline,sedan,3.4,front-wheel drive,leather seats, VEH-9283  , CUS-2023  
Infiniti,G,2001,WAUVT68EX5A646192,Teal,8911.84,37865,new,automatic,diesel,SUV,4.2,front-wheel drive,heated seats, VEH-3256  , CUS-9556  
Chevrolet,Silverado,2010,1FTSS3EL5AD455229,Turquoise,82032.1,176544,used,manual,diesel,coupe,1.4,all-wheel drive,leather seats, VEH-4624  , CUS-8591  
Dodge,Viper,2002,5N1AR2MM2FC145952,Red,74723.01,134372,certified pre-owned,automatic,diesel,truck,4.9,rear-wheel drive,leather seats, VEH-2368  , CUS-9324  
Buick,Skyhawk,1985,WBABD53476P234660,Pink,18723,40748,new,automatic,diesel,coupe,4.8,front-wheel drive,heated seats, VEH-0965  , CUS-8045  
Chevrolet,Silverado,2003,WAUEFBFL2AN002609,Orange,95953.86,56507,certified pre-owned,automatic,electric,SUV,5.2,all-wheel drive,leather seats, VEH-3273  , CUS-5937  
Mitsubishi,Eclipse,1989,WUAUUAFG4BN427089,Red,60119.93,44007,new,manual,electric,coupe,4.3,front-wheel drive,heated seats, VEH-8799  , CUS-7430  
Pontiac,Grand Am,1993,5J8TB18279A070526,Orange,9648.52,156224,new,automatic,gasoline,truck,3.3,front-wheel drive,navigation system, VEH-0491  , CUS-7394  
Oldsmobile,Achieva,1992,WAUJC58E55A699469,Purple,94838.08,167566,new,automatic,electric,truck,4.2,front-wheel drive,navigation system, VEH-6554  , CUS-1373  
Smart,Fortwo,2012,JN1BY1APXFM714693,Mauv,77518.78,109519,certified pre-owned,automatic,electric,sedan,2.1,rear-wheel drive,leather seats, VEH-4059  , CUS-1715  
Mazda,MPV,1989,3GYFNDE34ES953312,Blue,56757.53,139547,certified pre-owned,automatic,diesel,SUV,4.9,front-wheel drive,sunroof, VEH-7388  , CUS-4594  
BMW,X5 M,2013,WBA1J9C59FV832765,Teal,74945.77,49272,certified pre-owned,manual,gasoline,SUV,5.8,front-wheel drive,leather seats, VEH-6878  , CUS-9620  
Pontiac,6000,1986,SCBBR93W99C517640,Crimson,85619.63,28869,new,manual,diesel,truck,4.3,rear-wheel drive,navigation system, VEH-2211  , CUS-1086  
Chrysler,Crossfire Roadster,2006,3N1AB7AP2FY565922,Khaki,40254.49,89261,used,manual,gasoline,truck,1.6,rear-wheel drive,navigation system, VEH-5296  , CUS-8314  
Infiniti,G,1999,4T1BK1EB2EU931372,Yellow,80760.73,16080,new,manual,electric,coupe,2.5,rear-wheel drive,navigation system, VEH-3180  , CUS-9117  
BMW,530,2002,WBSWL935X8P724531,Puce,63862.85,181197,new,automatic,gasoline,coupe,3.2,rear-wheel drive,heated seats, VEH-2256  , CUS-9833  
Jeep,Wrangler,2008,3N1AB7AP8FL925658,Purple,83305.32,178896,used,manual,diesel,sedan,1.6,front-wheel drive,sunroof, VEH-6353  , CUS-9393  
Kia,Optima,2003,1G6KE57Y22U105995,Puce,11481.93,198116,certified pre-owned,automatic,electric,SUV,4.2,front-wheel drive,sunroof, VEH-4027  , CUS-4068  
Hyundai,Accent,2010,1C6RD7HT7CS502538,Teal,56097.92,20986,new,automatic,gasoline,SUV,4.9,all-wheel drive,leather seats, VEH-4774  , CUS-9004  
BMW,X5,2012,WDDEJ7KB2CA893352,Orange,74808.64,60653,new,automatic,gasoline,coupe,2.8,rear-wheel drive,navigation system, VEH-3971  , CUS-5233  
GMC,Sierra 3500,2005,2T1BU4EE9BC690560,Khaki,38274.53,145108,used,automatic,gasoline,SUV,2.1,all-wheel drive,heated seats, VEH-1152  , CUS-2876  
GMC,2500,1992,JH4DC53863C255325,Goldenrod,68556.37,85731,certified pre-owned,manual,diesel,coupe,5.5,all-wheel drive,navigation system, VEH-1289  , CUS-0191  
Ford,Escape,2011,WAUSH78E87A894146,Blue,31895.61,40500,used,manual,gasoline,SUV,3.6,front-wheel drive,heated seats, VEH-7454  , CUS-8866  
Chevrolet,Camaro,1977,2C4RDGBG1FR700817,Maroon,77569.74,59110,certified pre-owned,manual,diesel,coupe,1.2,front-wheel drive,heated seats, VEH-6244  , CUS-8829  
GMC,Rally Wagon 1500,1992,5GADX23L95D332356,Fuscia,9941.3,111429,new,automatic,diesel,truck,4.4,all-wheel drive,leather seats, VEH-3596  , CUS-7337  
Toyota,Camry,2009,JM1NC2JF6F0620257,Maroon,22990.57,135314,certified pre-owned,manual,electric,coupe,3.4,rear-wheel drive,navigation system, VEH-0092  , CUS-5174  
Nissan,Titan,2009,JN8AE2KP2E9149772,Maroon,10557.04,83368,new,automatic,gasoline,SUV,5.3,all-wheel drive,sunroof, VEH-2433  , CUS-9949  
GMC,Yukon,1996,1FTEX1C81AF305317,Puce,18865.99,19371,certified pre-owned,manual,gasoline,sedan,1.8,rear-wheel drive,leather seats, VEH-2381  , CUS-9831  
Mercury,Mystique,1997,1C4SDJCT0DC430897,Blue,44714.41,197485,used,automatic,electric,SUV,5.4,rear-wheel drive,sunroof, VEH-5140  , CUS-8240  
Mercury,Cougar,1994,WDDGF4HB9CR764817,Green,32440.85,187477,used,automatic,diesel,truck,4.4,front-wheel drive,sunroof, VEH-6879  , CUS-5314  
Chevrolet,Sportvan G20,1995,JTJBC1BA0D2552326,Red,99340.94,123520,used,manual,gasoline,sedan,2.3,rear-wheel drive,sunroof, VEH-9387  , CUS-2515  
Porsche,944,1984,WP0AA2A81EK120273,Khaki,22884.49,51250,new,automatic,gasoline,sedan,1.6,front-wheel drive,navigation system, VEH-5587  , CUS-8550  
Pontiac,Daewoo Kalos,2005,WAUAGAFD7EN690451,Orange,14389.68,30754,new,automatic,diesel,truck,2.5,rear-wheel drive,heated seats, VEH-3405  , CUS-1323  
Ford,Probe,1995,JHMGE8G3XCS275073,Teal,6438.56,28000,new,manual,diesel,SUV,6,rear-wheel drive,sunroof, VEH-4361  , CUS-6603  
Audi,100,1992,JA32U1FU7AU032501,Blue,10830.34,119345,certified pre-owned,automatic,gasoline,SUV,1.7,rear-wheel drive,heated seats, VEH-4337  , CUS-7035  
GMC,Rally Wagon 2500,1994,WDDHF2EB4DA823477,Purple,60400.32,147793,certified pre-owned,automatic,electric,truck,1.6,rear-wheel drive,sunroof, VEH-1906  , CUS-4254  
Ford,Edge,2012,WBAYA8C5XDD214012,Teal,6534.73,30621,new,automatic,gasoline,sedan,4.7,all-wheel drive,leather seats, VEH-7314  , CUS-3853  
GMC,1500 Club Coupe,1999,WBSDE934X2C133610,Violet,33706.84,68387,certified pre-owned,manual,gasoline,coupe,5.3,front-wheel drive,leather seats, VEH-3360  , CUS-9805  
Audi,A5,2011,SALVP2BG4EH407313,Fuscia,87505.32,188906,new,manual,diesel,SUV,4.7,all-wheel drive,sunroof, VEH-2309  , CUS-8338  
Ford,Thunderbird,1987,3C4PDCAB7FT193649,Goldenrod,62393.81,70386,certified pre-owned,automatic,diesel,SUV,3.2,all-wheel drive,heated seats, VEH-4819  , CUS-1563  
Oldsmobile,Bravada,1999,WAULC68E53A282946,Purple,30708.45,28429,used,automatic,electric,coupe,4.9,rear-wheel drive,leather seats, VEH-9491  , CUS-1970  
BMW,600,1957,SCFBF03BX7G850967,Fuscia,63252.18,113914,used,automatic,gasoline,truck,4.4,all-wheel drive,sunroof, VEH-3219  , CUS-4182  
Chevrolet,Sportvan G30,1992,5UXFE4C55AL167429,Orange,38602.18,118050,certified pre-owned,manual,diesel,truck,5,all-wheel drive,heated seats, VEH-2510  , CUS-3437  
Oldsmobile,Cutlass Supreme,1996,WP0AA2A85FK853878,Crimson,81279.43,152781,used,automatic,gasoline,coupe,1.1,front-wheel drive,navigation system, VEH-0005  , CUS-3423  
Dodge,Caravan,1992,5TFBM5F15AX139639,Maroon,79836.96,100353,new,manual,diesel,sedan,1.8,rear-wheel drive,sunroof, VEH-8101  , CUS-4616  
Mitsubishi,Pajero,1993,WBA3B5G5XDN099471,Purple,30871.85,145198,new,automatic,diesel,SUV,1.8,all-wheel drive,heated seats, VEH-7892  , CUS-2169  
Mercury,Villager,1996,JA32X2HUXDU645484,Puce,86380.37,52562,used,automatic,diesel,sedan,2.5,front-wheel drive,navigation system, VEH-1398  , CUS-0491  
Chevrolet,S10,1999,WAUDG98E06A741055,Indigo,5332.01,192653,new,automatic,electric,sedan,5.1,front-wheel drive,leather seats, VEH-7169  , CUS-0015  
BMW,X6 M,2010,JH4DC44631S055271,Mauv,20240.35,146800,new,automatic,gasoline,sedan,2.1,front-wheel drive,navigation system, VEH-9274  , CUS-4418  
Volkswagen,Eos,2009,KMHFH4JG8FA219518,Red,94532.59,196555,used,automatic,diesel,coupe,5.9,rear-wheel drive,navigation system, VEH-6437  , CUS-4972  
Toyota,MR2,2000,1G6AU5S86F0635714,Red,68828.58,84066,certified pre-owned,automatic,diesel,coupe,2.5,front-wheel drive,navigation system, VEH-7645  , CUS-2194  
Chevrolet,Caprice,1992,WAUDG74F95N938431,Green,69283.81,34305,used,manual,diesel,sedan,5.8,rear-wheel drive,heated seats, VEH-0855  , CUS-7634  
Chevrolet,Suburban,2007,WAUJT68E84A987913,Puce,14319.97,168933,new,manual,diesel,truck,1.1,all-wheel drive,sunroof, VEH-2857  , CUS-5293  
Plymouth,Laser,1990,JN1AJ0HP1AM167418,Pink,50302.41,32970,used,automatic,electric,truck,2.8,front-wheel drive,sunroof, VEH-0861  , CUS-7018  
Rolls-Royce,Ghost,2010,2C4RDGEG4CR445796,Violet,60372.49,55530,new,automatic,gasoline,SUV,2.3,rear-wheel drive,navigation system, VEH-9818  , CUS-1390  
Mitsubishi,Pajero,1998,WVGAV7AX5CW719168,Green,12378.88,61326,certified pre-owned,manual,diesel,coupe,3.9,rear-wheel drive,sunroof, VEH-9833  , CUS-0418  
Acura,ZDX,2012,3C3CFFBR1FT410834,Fuscia,46003.56,116728,certified pre-owned,manual,diesel,sedan,1.6,all-wheel drive,heated seats, VEH-7043  , CUS-1777  
Lincoln,LS,2000,SCFAB02A17G490925,Maroon,8585.03,132961,used,manual,diesel,SUV,5.6,rear-wheel drive,leather seats, VEH-9188  , CUS-0089  
Ford,F250,1999,1D7RE3BK5AS389013,Aquamarine,82122,90675,certified pre-owned,manual,electric,coupe,1.5,rear-wheel drive,leather seats, VEH-1996  , CUS-9320  
GMC,2500 Club Coupe,1998,3D7JV1EP2AG292240,Pink,64625.93,37365,new,manual,electric,coupe,3.7,front-wheel drive,heated seats, VEH-6295  , CUS-6797  
BMW,7 Series,2010,JN1CV6EK9CM508673,Green,46369.71,48492,certified pre-owned,manual,electric,SUV,2.5,all-wheel drive,sunroof, VEH-6542  , CUS-7869  
Buick,Skyhawk,1984,1C4AJWAG0FL057242,Puce,93619.04,35919,new,manual,electric,coupe,3.1,all-wheel drive,leather seats, VEH-2849  , CUS-0929  
Hyundai,Elantra,2004,WAUA2AFD5DN690509,Mauv,82910.45,155184,certified pre-owned,manual,electric,SUV,1.6,front-wheel drive,leather seats, VEH-5052  , CUS-7704  
Porsche,Cayman,2010,WBA6B4C54ED798437,Mauv,19586.58,12108,certified pre-owned,manual,gasoline,SUV,1.5,all-wheel drive,leather seats, VEH-3223  , CUS-2247  
Pontiac,Grand Prix,1962,WAUSGCFC5CN573505,Purple,91747.04,59479,new,manual,diesel,coupe,2.4,front-wheel drive,sunroof, VEH-0077  , CUS-9504  
Ford,Crown Victoria,1995,WAUFL44DX2N067035,Mauv,7853.52,144384,new,manual,diesel,SUV,5.3,front-wheel drive,navigation system, VEH-3155  , CUS-7809  
Hyundai,Azera,2012,3A4GY5F92AT666026,Orange,90210.28,29850,new,automatic,diesel,sedan,4.6,rear-wheel drive,sunroof, VEH-4708  , CUS-5388  
Mitsubishi,Mighty Max,1994,WAUSG78E16A533312,Red,41873.26,62501,used,automatic,gasoline,SUV,5.5,front-wheel drive,navigation system, VEH-7283  , CUS-7670  
Lamborghini,Countach,1988,1GYFK63878R075515,Fuscia,32187.56,149152,used,automatic,gasoline,coupe,2.1,front-wheel drive,sunroof, VEH-7366  , CUS-6414  
Chevrolet,Uplander,2008,2CTALMEC9B6669940,Khaki,64793.13,107420,certified pre-owned,automatic,diesel,sedan,1.1,front-wheel drive,leather seats, VEH-7058  , CUS-2507  
Pontiac,Torrent,2008,19UYA42452A217579,Fuscia,20789.42,18452,used,manual,diesel,coupe,3.2,front-wheel drive,heated seats, VEH-1295  , CUS-4205  
Chevrolet,Tahoe,1995,JN1AY1AR9DM267879,Teal,27144.83,70149,used,manual,diesel,coupe,2.9,front-wheel drive,navigation system, VEH-7621  , CUS-9847  
Mercedes-Benz,300SE,1992,5UXFE4C53AL463257,Pink,28759.49,31842,new,automatic,diesel,SUV,2.1,all-wheel drive,heated seats, VEH-1254  , CUS-1280  
Mercedes-Benz,190E,1992,1G6DS1E30C0458262,Crimson,21194.45,195833,used,manual,electric,truck,2.7,rear-wheel drive,sunroof, VEH-0312  , CUS-3845  
Toyota,Corolla,2011,WBAFB33481L694132,Crimson,13370.3,172310,certified pre-owned,manual,electric,coupe,4.7,front-wheel drive,heated seats, VEH-1930  , CUS-8926  
Suzuki,Esteem,1997,WDCGG0EB9DG598004,Indigo,67926.03,158541,certified pre-owned,manual,gasoline,sedan,2,front-wheel drive,leather seats, VEH-8417  , CUS-4366  
Pontiac,Bonneville,1964,1GYS4HEF5BR473068,Yellow,31482.27,131938,certified pre-owned,manual,diesel,coupe,5.6,rear-wheel drive,navigation system, VEH-0264  , CUS-9305  
Buick,Rainier,2004,1GYS4FEJXCR725228,Turquoise,80321.64,85804,used,automatic,electric,coupe,2.8,rear-wheel drive,sunroof, VEH-6697  , CUS-3727  
Dodge,Daytona,1993,5UMBT93566L437953,Indigo,37699.41,95598,certified pre-owned,automatic,diesel,sedan,3.2,all-wheel drive,sunroof, VEH-6200  , CUS-6989  
Oldsmobile,LSS,1997,5N1AN0NW1FN825412,Puce,9041.5,159343,new,automatic,gasoline,coupe,4.9,all-wheel drive,sunroof, VEH-2416  , CUS-0138  
Volkswagen,New Beetle,1999,1G6KD57916U348635,Crimson,44579.69,51312,new,automatic,electric,SUV,1.3,front-wheel drive,sunroof, VEH-6286  , CUS-7864  
Dodge,Ram Van 3500,1999,1G6AZ5SX6E0199003,Aquamarine,12687.47,126869,new,automatic,diesel,sedan,5,front-wheel drive,sunroof, VEH-2329  , CUS-4165  
Isuzu,Rodeo,1997,SCBBB7ZH8CC586103,Puce,54951.9,123874,new,manual,gasoline,SUV,3.3,rear-wheel drive,heated seats, VEH-1108  , CUS-2812  
Dodge,Ram 2500,1994,WAUBF78E37A721222,Orange,7082.36,62111,new,manual,electric,truck,1.9,front-wheel drive,leather seats, VEH-7738  , CUS-6413  
Ford,Ranger,2006,WAUBNAFB1AN157787,Puce,51009,150220,used,automatic,gasoline,sedan,3.2,front-wheel drive,sunroof, VEH-8298  , CUS-1080  
Volkswagen,Eos,2011,5UXFA53502L993141,Khaki,48663.36,156668,new,manual,diesel,SUV,3.7,all-wheel drive,navigation system, VEH-6891  , CUS-2359  
GMC,Canyon,2006,SAJWA0F76F8445575,Blue,54496.42,168697,used,manual,diesel,coupe,5.3,front-wheel drive,sunroof, VEH-9317  , CUS-2752  
GMC,Jimmy,1996,1G4GC5EG9AF929767,Fuscia,84650.93,68967,new,automatic,gasoline,coupe,4.2,front-wheel drive,navigation system, VEH-3998  , CUS-1872  
Dodge,Viper,1996,3LNHL2GC1BR899732,Crimson,74835.88,1317,certified pre-owned,automatic,diesel,sedan,5.3,all-wheel drive,navigation system, VEH-4967  , CUS-4643  
Jaguar,XJ Series,1994,WAUDF48H09K314232,Yellow,57184.7,53026,certified pre-owned,automatic,electric,sedan,4.9,front-wheel drive,heated seats, VEH-5386  , CUS-5770  
Pontiac,Grand Am,1986,WAUAFAFL2CA630091,Violet,42470.91,46697,new,automatic,electric,sedan,5.4,front-wheel drive,leather seats, VEH-6656  , CUS-4642  
Subaru,Leone,1989,1N6BF0KL4FN274650,Yellow,78029.37,150732,certified pre-owned,automatic,electric,sedan,3.8,all-wheel drive,heated seats, VEH-1535  , CUS-9919  
Hyundai,Excel,1994,2C3CCAJG2EH666600,Red,44094.53,177824,certified pre-owned,automatic,diesel,coupe,4.1,all-wheel drive,sunroof, VEH-9329  , CUS-7809  
Toyota,T100,1996,WAUAF68E45A701161,Indigo,55264.75,133330,used,automatic,diesel,truck,2.2,all-wheel drive,leather seats, VEH-1196  , CUS-7439  
Dodge,Sprinter,2009,1C4SDJET2CC802168,Indigo,38016.77,167162,certified pre-owned,automatic,diesel,SUV,3.3,all-wheel drive,heated seats, VEH-6639  , CUS-7850  
Subaru,Legacy,1999,1FMEU8FE7AU334833,Blue,86769.17,173460,new,automatic,electric,truck,3.6,all-wheel drive,heated seats, VEH-7027  , CUS-4324  
Ford,Edge,2008,1D4PU6GX5AW350976,Indigo,78356.75,11216,certified pre-owned,automatic,electric,SUV,4.6,front-wheel drive,leather seats, VEH-9010  , CUS-9389  
Porsche,928,1986,SCBDR3ZA5BC651620,Khaki,97302.16,124729,used,automatic,diesel,SUV,5.5,all-wheel drive,heated seats, VEH-8178  , CUS-5768  
Mercedes-Benz,CL-Class,2003,1N6AA0CJ8EN308711,Khaki,85801.16,66280,new,manual,gasoline,SUV,2.8,front-wheel drive,navigation system, VEH-9528  , CUS-4764  
Subaru,Impreza,2012,WAUEH78E57A443396,Violet,79052.07,199885,used,manual,electric,SUV,3.5,all-wheel drive,heated seats, VEH-0532  , CUS-6363  
Nissan,Frontier,1998,5LMJJ3H57BE991733,Violet,19986,121839,used,automatic,electric,coupe,3.9,rear-wheel drive,heated seats, VEH-5605  , CUS-2304  
Toyota,Prius v,2012,5UXFA13515L611941,Puce,61056.39,26323,new,manual,electric,sedan,4.4,front-wheel drive,sunroof, VEH-4477  , CUS-4127  
Ford,Contour,1999,WBSBL93444P544655,Violet,86786.55,123978,used,manual,gasoline,truck,1.7,rear-wheel drive,navigation system, VEH-9575  , CUS-9826  
Toyota,Tacoma,2007,WBABD33404J258514,Maroon,43934.99,34309,used,automatic,electric,sedan,3.6,front-wheel drive,navigation system, VEH-1175  , CUS-3271  
Buick,Hearse,1996,2HKRM3H33EH594797,Goldenrod,75389.7,118958,used,automatic,diesel,SUV,4.7,all-wheel drive,leather seats, VEH-5318  , CUS-2742  
Ford,E-Series,2012,JN8AZ2KR7AT318543,Pink,38365.4,33527,used,manual,gasoline,sedan,3,rear-wheel drive,sunroof, VEH-0711  , CUS-1480  
GMC,1500,1996,5NPE24AF1FH421585,Mauv,15508.56,137180,certified pre-owned,automatic,gasoline,sedan,2.4,rear-wheel drive,leather seats, VEH-4983  , CUS-3290  
Ford,ZX2,2002,1G6AV5S87F0493113,Fuscia,31179.74,182887,certified pre-owned,manual,gasoline,truck,2.7,rear-wheel drive,sunroof, VEH-3585  , CUS-4413  
Saab,3-Sep,2006,W04GT5GC7B1321527,Purple,27735.86,19280,used,manual,gasoline,coupe,2.3,rear-wheel drive,sunroof, VEH-7811  , CUS-7079  
Maybach,57,2008,1FMEU7EE1AU140844,Blue,69416.39,170895,used,automatic,diesel,truck,1.2,front-wheel drive,navigation system, VEH-7515  , CUS-6324  
Mazda,Miata MX-5,1996,JN1AZ4FH1FM751112,Fuscia,81619.64,31271,used,automatic,gasoline,coupe,3.6,rear-wheel drive,heated seats, VEH-6523  , CUS-1536  
Lexus,IS-F,2011,SAJWA4HA7EM039343,Khaki,69241.32,16134,new,manual,gasoline,SUV,5.1,all-wheel drive,heated seats, VEH-1842  , CUS-1370  
Land Rover,Discovery,1997,3C3CFFCR5FT808384,Crimson,56234.89,119437,certified pre-owned,automatic,electric,coupe,3.8,front-wheel drive,heated seats, VEH-5371  , CUS-9609  
Audi,S4,2007,JTDKDTB35D1723977,Turquoise,81531.03,15378,certified pre-owned,manual,electric,SUV,5.4,rear-wheel drive,navigation system, VEH-2717  , CUS-2936  
Lexus,RX,2004,1GYUCCEF7AR363538,Turquoise,35825.18,140406,new,manual,diesel,SUV,6,front-wheel drive,navigation system, VEH-4468  , CUS-7995  
Volkswagen,Eurovan,2003,WBAUT9C51BA585346,Mauv,24840.14,185252,new,automatic,gasoline,coupe,2.3,rear-wheel drive,leather seats, VEH-9021  , CUS-4120  
Ford,Contour,2000,1FADP3E21EL821550,Teal,90299.85,150716,new,manual,electric,coupe,1.6,all-wheel drive,heated seats, VEH-2109  , CUS-6582  
Chevrolet,3500,1995,1VWAH7A36EC664823,Orange,97295.52,91207,used,automatic,gasoline,truck,1.9,all-wheel drive,navigation system, VEH-0660  , CUS-4296  
BMW,M3,2009,WUADNAFG6BN203805,Puce,89841.48,172820,used,automatic,diesel,coupe,4.4,rear-wheel drive,sunroof, VEH-2276  , CUS-3001  
Mercedes-Benz,E-Class,1996,3N1AB7AP0FY105125,Crimson,66943.3,108670,used,manual,diesel,sedan,2.1,all-wheel drive,heated seats, VEH-0469  , CUS-4124  
Pontiac,Grand Prix,2002,3N1AB6APXBL092434,Pink,30221.2,97210,used,manual,gasoline,SUV,4.1,rear-wheel drive,navigation system, VEH-3377  , CUS-2881  
Audi,90,1995,3FAHP0DC0AR731909,Green,72893.94,37973,certified pre-owned,automatic,diesel,sedan,4.5,all-wheel drive,heated seats, VEH-9718  , CUS-9298  
Chrysler,Concorde,1995,JHMZF1C61FS960399,Orange,23398.47,94285,certified pre-owned,automatic,diesel,coupe,3,all-wheel drive,heated seats, VEH-1634  , CUS-9744  
Mitsubishi,Lancer Evolution,2010,WAULC68E15A420145,Maroon,54428.13,15847,certified pre-owned,manual,electric,sedan,5.9,front-wheel drive,sunroof, VEH-7158  , CUS-9132  
Ford,F250,1998,1C3BC4EB1AN027881,Pink,82151.18,134324,used,automatic,electric,sedan,2,front-wheel drive,leather seats, VEH-8582  , CUS-9294  
Dodge,Ram Van 1500,2002,WBAVA335X8K451669,Aquamarine,7459.61,145673,certified pre-owned,manual,diesel,sedan,2,rear-wheel drive,leather seats, VEH-8068  , CUS-2751  
Ford,F250,1999,SALAG2D43DA497112,Khaki,83318.94,95190,used,automatic,electric,SUV,2.5,all-wheel drive,heated seats, VEH-3844  , CUS-0231  
Scion,tC,2013,1FTSX2B55AE079238,Crimson,75184.41,124743,new,automatic,electric,sedan,5.3,all-wheel drive,sunroof, VEH-7182  , CUS-7017  
Mazda,MPV,1996,WAUSF98K19A136319,Mauv,87070.91,93994,new,automatic,diesel,sedan,5.1,rear-wheel drive,navigation system, VEH-7994  , CUS-5231  
Porsche,928,1987,5GADV23L45D503794,Maroon,42928.51,151745,used,automatic,diesel,SUV,2,all-wheel drive,heated seats, VEH-0489  , CUS-9716  
Volkswagen,Rabbit,2007,1G6AB5R38E0771163,Purple,86986.26,51348,certified pre-owned,manual,electric,sedan,5.3,all-wheel drive,sunroof, VEH-8746  , CUS-7283  
Mercedes-Benz,SLK-Class,2003,WAUVF98K69A449105,Violet,79861.18,117482,certified pre-owned,manual,gasoline,truck,5,all-wheel drive,heated seats, VEH-6789  , CUS-0962  
Audi,S6,2009,SCFAB22323K650685,Purple,18043.43,94499,certified pre-owned,manual,gasoline,sedan,4.6,rear-wheel drive,leather seats, VEH-8029  , CUS-8948  
Suzuki,XL7,2006,5J8TB18558A707194,Mauv,38233.07,182299,used,manual,diesel,truck,1.6,front-wheel drive,leather seats, VEH-7326  , CUS-3018  
